reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2022.5944","fruits and vegetables","food","multi pesticides in Capsicum baccatum","12-10-2022 17:36:29","Italy","information notification for attention","undecided","","","","Italy,Peru","Peru","chlorfenapyr  unauthorised substance,chlorpyrifos-methyl  unauthorised substance,clothianidin  ,dinotefuran  unauthorised substance,fipronil  unauthorised substance"
"2022.5943","herbs and spices","food","Anthraquinone in star anise","12-10-2022 17:27:33","Netherlands","alert notification","serious","Belgium,Denmark,Netherlands","Belgium","Belgium,Denmark,Netherlands","Belgium,Netherlands,Vietnam","Vietnam","anthraquinone  "
"2022.5941","bivalve molluscs and products thereof","food","E.coli has been detected  on warty venus","12-10-2022 17:02:14","France","alert notification","serious","Croatia,France,Italy","France,Italy","Croatia,Italy","France,Italy","France","e.coli  "
"2022.5938","prepared dishes and snacks","food","Undeclared allergen soy, milk and wheat oven baked natural chips","12-10-2022 16:21:52","Netherlands","alert notification","serious","Aruba,Belgium,Curaçao,Netherlands,Spain,Suriname","Belgium,INFOSAN,Netherlands","Belgium,Netherlands,Spain","Belgium,Netherlands,Spain","Belgium",""
"2022.5937","fish and products thereof ","food","Histamine in Tuna from Sri Lanka","12-10-2022 16:10:04","Netherlands","information notification for attention","serious","","INFOSAN,Netherlands","","Netherlands,Sri Lanka","Sri Lanka","histamine  "
"2022.5934","fruits and vegetables","food","Chlorpyrifos in Asparagus Mini ","12-10-2022 14:37:51","Netherlands","alert notification","serious","Austria,Bahrain,Belgium,Estonia,France,Germany,Ghana,Greece,Italy,Jordan,Kazakhstan,Kuwait,Latvia,Lithuania,Luxembourg,Malta,Nigeria,Norway,Poland,Portugal,Qatar,Romania,Saudi Arabia,Slovakia,United Kingdom","Austria,Germany,INFOSAN","Austria,Belgium,Estonia,France,Germany,Greece,Italy,Latvia,Lithuania,Luxembourg,Malta,Norway,Poland,Portugal,Romania,Slovakia","Belgium,Luxembourg,Netherlands,Peru,Romania","Peru","chlorpyrifos  unauthorised substance"
"2022.5932","fruits and vegetables","food","Beans Kenia Ref 22017537","12-10-2022 13:58:34","Netherlands","border rejection notification","not serious","","INFOSAN","","Kenya,Netherlands","Kenya","acephate  unauthorised substance,methamidophos  unauthorised substance"
"2022.5931","nuts, nut products and seeds","food","Unauthorised substance chlorpyrifos in hulled sesame seeds from India","12-10-2022 13:13:09","Greece","border rejection notification","undecided","","","","Greece,India","India","chlorpyrifos  unauthorised substance"
"2022.5924","food contact materials","food contact material","1,2-Benzisothiazol-3-one in paper straws from Serbia","12-10-2022 11:41:22","Croatia","information notification for attention","undecided","Croatia","","","Croatia,Serbia","Serbia","benzisothiazolinone (BIT)  migration"
"2022.5923","cocoa and cocoa preparations, coffee and tea","food","MRL in tea exceeded","12-10-2022 11:38:23","France","border rejection notification","undecided","","","","China","China","anthraquinone  "
"2022.5922","fruits and vegetables","food","exceeding the MRL for the pesticide chlorpyrifos in Chinese cabbage from Poland","12-10-2022 11:36:42","Poland","information notification for attention","serious","Czech Republic,Poland","Czech Republic","","Poland","Poland","chlorpyrifos  unauthorised substance"
"2022.5920","cereals and bakery products","food","Beetles in christmas pancake puffs","12-10-2022 09:44:35","Denmark","information notification for follow-up","not serious","Iceland","","Denmark,Iceland","Denmark,Iceland","Denmark",""
"2022.5910","herbs and spices","food","Undeclared celery in basil from Greece","11-10-2022 18:00:43","Cyprus","alert notification","serious","Cyprus","","Greece","Cyprus,Greece","Greece","celery  undeclared"
"2022.5909","other food product / mixed","food","Salmonella in neutral gelatine from Germany","11-10-2022 17:37:39","Spain","alert notification","serious","Portugal,Spain","","Portugal","Germany,Spain","Germany","Salmonella  enteritidis "
"2022.5907","fruits and vegetables","food","Lambda-cyhalothrin in grapes from Turkey via the Netherlands","11-10-2022 17:21:56","Belgium","alert notification","serious","Belgium,France,Germany,Netherlands","Belgium,INFOSAN","Belgium,France,Germany,Netherlands","Belgium,Netherlands,Türkiye","Türkiye","lambda-cyhalothrin  "
"2022.5906","poultry meat and poultry meat products","food","Salmonella typhimurium found in turkey meat from Hungary riscontro salmonella typhimurium in carne tacchino origine Ungheria","11-10-2022 17:21:00","Italy","information notification for attention","serious","Austria,Italy,Netherlands,Romania,Slovenia","Austria,Hungary,Italy,Netherlands,Romania,Slovenia","","Hungary,Italy,Romania","Hungary","Salmonella typhimurium monophasic "
"2022.5905","milk and milk products","food","unauthorised placing on the market of cheese unfit for human consumption from Ireland","11-10-2022 16:33:00","Ireland","information notification for follow-up","undecided","Austria,Denmark","Denmark","Ireland","Ireland","Ireland",""
"2022.5904","cocoa and cocoa preparations, coffee and tea","food","Presencia de un contaminante por encima del límite establecido (alcaloide pirrolizídinico) en comino de Turquía / Presence of a contaminant above the established limit (pyrrolizidine alkaloid) in cumin from Turkey","11-10-2022 16:16:21","Spain","border rejection notification","undecided","","","","Spain,Türkiye","Türkiye","pyrrolizidine alkaloids  "
"2022.5902","prepared dishes and snacks","food","paperclip in chips from Belgium","11-10-2022 15:25:01","Netherlands","alert notification","undecided","Netherlands","","Belgium","Belgium","Belgium",""
"2022.5901","poultry meat and poultry meat products","food","Salmonella Minnesota. in frozen chicken breast filet from Brasil via Belgium","11-10-2022 14:58:02","Czech Republic","information notification for follow-up","undecided","Belgium,Czech Republic","","Belgium,Czech Republic","Belgium,Brazil,Czech Republic","Brazil","Salmonella Minnesota ,Salmonella spp. "
"2022.5900","crustaceans and products thereof","food","Vibrio vulnificus in frozen raw shrimp from Ecuador","11-10-2022 14:39:17","Lithuania","border rejection notification","serious","Lithuania","INFOSAN","","Ecuador,Lithuania","Ecuador","Vibrio vulnificus "
"2022.5899","meat and meat products (other than poultry)","food","Salmonella Bovismorbificans (in 1 out of 5 samples) in frozen minced beef meat from Lithuania","11-10-2022 14:09:29","Latvia","alert notification","serious","Latvia,Lithuania","","Latvia,Lithuania","Latvia,Lithuania","Lithuania","Salmonella bovismorbificans "
"2022.5895","herbs and spices","food","residues of pesticides in organic Ceylon Fried Curry Powder","11-10-2022 11:07:29","Croatia","border rejection notification","undecided","Croatia","","","Croatia,Sri Lanka","Sri Lanka","acetamiprid  "
"2022.5893","nuts, nut products and seeds","food","Chlorpyrifos in hulled sesame seeds from India","11-10-2022 10:21:34","Greece","border rejection notification","undecided","Greece","","","Greece,India","India","chlorpyrifos  unauthorised substance"
"2022.5891","milk and milk products","food","different smell, taste and consistency during the THT in Organic Milk","11-10-2022 10:05:01","Netherlands","information notification for follow-up","no risk","Belgium,Germany,Poland","Netherlands","Belgium,Germany,Netherlands,Poland","Netherlands","Netherlands",""
"2022.5887","fruits and vegetables","food","gari, yam, cocoyam, prekese (aridan fruit,-tetrapleura sp)- documentazione ed etichettatura non conforme, prekese (aridan fruit,-tetrapleura sp) con larve e insetti, non presente nell'elecon dei novel food autorizzati. Vari prodotti importati illegalmente (non dichiarati) /    presence of larvae, suspected introduction of plant products not included as novel food (Tetrapleura sp) and incorrect labeling of plant products from Ghana","11-10-2022 08:52:39","Italy","border rejection notification","undecided","","","","Ghana,Italy","Ghana",""
"2022.5886","fruits and vegetables","food","pymetrozine in fresh peppers from Turkey ","11-10-2022 08:16:15","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Germany,Türkiye","Türkiye","pymetrozine  "
"2022.5884","dietetic foods, food supplements and fortified foods","food","Unauthorized Novel food in food supplement on Dutch web shop","10-10-2022 17:30:48","Belgium","information notification for follow-up","undecided","Belgium,Netherlands,United States","INFOSAN","Netherlands","Netherlands,United States","United States",""
"2022.5882","bivalve molluscs and products thereof","food","Lipophilic toxins (DSP) in almendras de mar (Glycymeris glycymeris) from Portugal","10-10-2022 17:29:57","Spain","alert notification","serious","Spain","Portugal,Spain","Spain","Portugal,Spain","Portugal","Diarrhoeic Shellfish Poisoning (DSP) toxins  "
"2022.5881","dietetic foods, food supplements and fortified foods","food","Rawpowder Maca Powder ","10-10-2022 17:25:26","Denmark","information notification for follow-up","undecided","Denmark","Sweden","Sweden","Sweden","Sweden",""
"2022.5880","fruits and vegetables","food","Exceeding the authorised maximum level and lack of labelling of sulphur dioxide in chickpeas","10-10-2022 17:01:02","Germany","alert notification","serious","Germany,Netherlands,Poland","INFOSAN","Germany,Netherlands","Germany,Jordan,Netherlands","Jordan","sulphur  unauthorised substance"
"2022.5879","dietetic foods, food supplements and fortified foods","food","unauthorised novel food ingredient huperzine A in food supplements from USA","10-10-2022 16:28:45","Poland","information notification for follow-up","undecided","Poland,Romania","","Romania","Poland","United States",""
"2022.5878","dietetic foods, food supplements and fortified foods","food","possible contamination with metal fragments in Tri Calcium Phosphate","10-10-2022 15:52:40","Netherlands","alert notification","serious","Austria,Belgium,Bulgaria,Czech Republic,Finland,France,Germany,Greece,Hungary,Italy,Latvia,Netherlands,Peru,Poland,Spain,Switzerland,United Kingdom","Austria,Bulgaria,Czech Republic,Finland,France,Germany,Greece,INFOSAN,Italy,Latvia,Luxembourg,Netherlands,Poland,Spain,Switzerland","Austria,Belgium,Bulgaria,Czech Republic,Finland,France,Germany,Greece,Hungary,Italy,Latvia,Netherlands,Poland,Spain,Switzerland","Germany,Israel,Netherlands,Poland","Germany,Israel",""
"2022.5877","fruits and vegetables","food","Sospetto di contaminazione da mandragora in Spinaci IV gamma//Suspected mandrake contamination in IV range spinach ","10-10-2022 15:48:06","Italy","information notification for attention","serious","Italy,Netherlands","Netherlands","","Italy,Netherlands","Italy",""
"2022.5876","fish and products thereof ","food","Exceeded level of benzo (a) pyrene and total PAHs - dwarf catfish smoked in vegetable oil(Ameiurus nebulosus)","10-10-2022 15:23:27","Poland","alert notification","serious","Latvia,Poland","INFOSAN,Latvia","Latvia","Latvia,Poland,Ukraine","Ukraine","benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of "
"2022.5875","meat and meat products (other than poultry)","food","Detection of salmonella in chorizo from Spain","10-10-2022 15:16:35","France","alert notification","serious","France","","Spain","France,Spain","Spain","Salmonella spp. "
"2022.5871","herbs and spices","food","Unauthorised SUDAN I and Sudan Orange G in ground sumac","10-10-2022 14:14:22","Latvia","alert notification","serious","Croatia,Latvia,Poland,Russia","INFOSAN,Latvia","Croatia,Poland","Croatia,Latvia,Poland,Russia,Türkiye","Türkiye","Sudan 1 unauthorised colour,Sudan Orange G unauthorised colour"
"2022.5870","poultry meat and poultry meat products","food","Salmonella in frozen fried chicken fillets from Northern Ireland","10-10-2022 14:00:04","European Commission","alert notification","serious","Ireland,Northern Ireland","INFOSAN","Ireland","Ireland,Northern Ireland","Northern Ireland","Salmonella  enteritidis "
