reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2023.6144","fruits and vegetables","food","Chlorpyrifos in avocado from Kenya, via Germany","08-09-2023 15:15:59","Czech Republic","information notification for attention","potential risk","Belarus,Croatia,Czech Republic,Denmark,Germany,Kazakhstan,Latvia,Norway,Russia,Slovakia,Spain","Belarus,Croatia,Czech Republic,Denmark,Germany,INFOSAN,Kazakhstan,Kenya,Latvia,Netherlands,Norway,Russia,Slovakia,Spain","Croatia,Denmark,Germany,Kenya,Norway,Spain","Czech Republic,Germany,Kenya,Netherlands","Kenya","chlorpyrifos  unauthorised substance"
"2023.6143","dietetic foods, food supplements and fortified foods","food","Novel food L-alpha-glycerylphosphorylcholine (alpha-GPC) in food supplements from Germany","08-09-2023 15:15:51","Sweden","information notification for follow-up","potential risk","","Germany","Germany,Spain","Germany,Sweden","Germany",""
"2023.6140","alcoholic beverages","food","Unauthorised novel food ingredient (Clitoria ternatea) in gin from Germany","08-09-2023 14:42:55","Germany","information notification for follow-up","potential risk","Germany","Germany","Spain","Germany","Spain","Clitoria ternatea unauthorised novel food ingredient"
"2023.6136","dietetic foods, food supplements and fortified foods","food","przekroczenie NDP rtęci (0,2271mg/kg ± 0,0318 mg/kg) w suplemencie diety z Polski/// exceeding the MRL for mercury (0.2271mg/kg ± 0.0318 mg/kg) in a food supplement from Poland","08-09-2023 14:27:33","Poland","information notification for follow-up","not serious","Albania,Bulgaria,Germany,Greece,Italy,Netherlands,Poland,Romania,United Kingdom","Albania,Belgium,Bulgaria,China,Greece,Italy,Netherlands,Poland,Romania,United Kingdom","","China,Poland,Romania,United Kingdom","China,Poland","mercury  "
"2023.6135","fruits and vegetables","food","cypermethrin in fresh pomegranatde from Turkey","08-09-2023 14:26:35","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","cypermethrin  "
"2023.6133","fruits and vegetables","food","Carbaryl in langsat bon bon from Vietnam","08-09-2023 14:22:28","Iceland","information notification for attention","serious","","INFOSAN","Vietnam","Iceland,Vietnam","Vietnam","carbaryl  "
"2023.6130","eggs and egg products","food","Copper in preserved duck eggs","08-09-2023 13:15:51","Netherlands","border rejection notification","not serious","","China","","China,Netherlands","China","copper  high content"
"2023.6126","cereals and bakery products","food","Exceedance of tropane alkaloids limit","08-09-2023 11:40:30","Portugal","alert notification","serious","","France,Spain","France,Portugal,Spain","France","France","tropane alkaloids "
"2023.5912","cereals and bakery products","food","Foodborne outbreak possibly linked to tortillas from Poland","08-09-2023 11:16:45","Finland","information notification for follow-up","not serious","Finland","Finland,Netherlands,Poland","Finland,Netherlands,Poland","Netherlands","Netherlands",""
"2023.6121","nuts, nut products and seeds","food","Presence of live insects in sacks containing pistachios from Iran","08-09-2023 11:01:37","Italy","border rejection notification","potential risk","","","","Iran,Italy","Iran",""
"2023.6119","fish and products thereof ","food","Temperature failure in frozen fish from Uruguay","08-09-2023 09:58:20","Bulgaria","border rejection notification","potential risk","","Uruguay","","Bulgaria,Spain","Uruguay",""
"2023.6117","poultry meat and poultry meat products","food","Undeclared mustard in chicken burger ","08-09-2023 09:23:13","Netherlands","alert notification","serious","Belgium","","Belgium","Netherlands","Netherlands",""
"2023.6110","poultry meat and poultry meat products","food","Salmonella serogroup D in poultry kebab rotisserie from Poland","07-09-2023 17:07:57","Austria","alert notification","serious","Austria,Hungary,Poland,Slovakia","Austria,Slovakia","Austria,Hungary,Poland,Slovakia","Austria,Poland","Poland","Salmonella Enteritidis ,Salmonella spp  ,Salmonella spp. "
"2023.6109","bivalve molluscs and products thereof","food","Salmonella spp present in mussels (Mytilus edulis)","07-09-2023 16:52:32","Netherlands","information notification for attention","serious","Spain","Spain","","Netherlands,Spain","Netherlands","Salmonella  "
"2023.6108","poultry meat and poultry meat products","food","Salmonella spp. in kebab skewer from Slovenia, with raw material from Poland","07-09-2023 16:23:28","Austria","alert notification","serious","Austria,Croatia,Germany,Hungary,Netherlands,Slovenia","Austria,Germany,Netherlands,Poland,Slovenia","Austria,Croatia,Hungary,Poland,Slovenia","Austria,Poland,Slovenia","Poland,Slovenia","Salmonella  ,Salmonella spp. "
"2023.6107","dietetic foods, food supplements and fortified foods","food","nieautoryzowana nowa żywność alfosceran choliny (α-GPC) w suplemencie diety // unauthorized novel food choline alfoscerate (α-GPC) in food supplement from Poland","07-09-2023 16:09:23","Poland","information notification for follow-up","potential risk","Austria,Belgium,Denmark,France,Germany,Kazakhstan,Netherlands,Poland,Spain,United Kingdom","INFOSAN,Kazakhstan,Poland,United Kingdom","Austria,Belgium,Denmark,France,Germany,Netherlands,Spain,United Kingdom","Poland,United Kingdom","Poland",""
"2023.6106","soups, broths, sauces and condiments","food","Rejeição por presença de novos alimentos","07-09-2023 16:08:33","Portugal","border rejection notification","potential risk","","","Hong Kong","Hong Kong,Portugal","China",""
"2023.6105","poultry meat and poultry meat products","food","Salmonella Infantis in chicken wings from Poland","07-09-2023 16:05:02","Poland","information notification for attention","not serious","Poland,Spain,United Kingdom","Germany,INFOSAN,Spain,United Kingdom","","Germany,Poland","Poland","Salmonella infantis "
"2023.6104","food contact materials","food contact material","baking tray from UK- alteration of technological properties","07-09-2023 16:01:53","Italy","information notification for attention","potentially serious","Italy","","","Italy,United Kingdom","United Kingdom","unfit for use as food contact material  "
"2023.5421","nuts, nut products and seeds","food","Hydrocyanic acid in apricot kernels from Greece","07-09-2023 16:01:27","Spain","alert notification","serious","Belgium,France,Greece,Netherlands,Spain,United Kingdom,United States","Greece","","Greece,Ireland","Greece","cyanide  too high content"
"2023.6103","nuts, nut products and seeds","food","Too high content of hydrogen cyanide in apricot kernels from Germany ","07-09-2023 15:53:04","Hungary","alert notification","serious","Hungary","","","Germany,Hungary","Germany","cyanide  too high content"
"2023.6101","nuts, nut products and seeds","food","Salmonella (wykryto/25 g w 4 z 5 próbek) w nasionach sezamu z Indii ///Salmonella (in 4 out of 5 samples) in sesame seeds from India","07-09-2023 15:29:52","Poland","border rejection notification","serious","","India","","India,Poland","India","Salmonella  "
"2023.5901","cereals and bakery products","food","Unauthorised use of colour and irregular labelling of corn based snacks from Mexico and US through Germany","07-09-2023 14:57:42","Malta","information notification for attention","potential risk","Austria,Belgium,Croatia,Czech Republic,Estonia,France,Germany,Hungary,Ireland,Malta,Netherlands,Poland","Germany,Mexico,United States","Austria,Belgium,Croatia,Czech Republic,Estonia,France,Hungary,Ireland,Malta,Netherlands,Poland,United States","Germany,Hungary,Malta,Mexico,Netherlands,United States","Mexico,United States","colour E 110 - Sunset Yellow FCF unauthorised use"
"2023.6100","nuts, nut products and seeds","food","Salmonella (wykryto/25 g w 1 z 5 próbek) w nasionach sezamu z Indii ///Salmonella (in 1 of 5 samples) in sesame seeds from India","07-09-2023 14:52:32","Poland","border rejection notification","serious","","India","","India,Poland","India","Salmonella  "
"2023.6099","cocoa and cocoa preparations, coffee and tea","food","Plaguicidas (fenbuconazol y ditiocarbamatos) en té verde Japón/ Pesticide residues (fenbuconazol and dithiocarbamates) in green tea from Japan","07-09-2023 14:39:24","Spain","information notification for attention","potential risk","","Japan","Japan","Japan,Spain","Japan","dithiocarbamates  "
"2023.6097","fruits and vegetables","food","Undeclared allergen soy in stir-fry vegetables, from China","07-09-2023 14:28:42","Netherlands","alert notification","serious","Belgium,Luxembourg","China,INFOSAN","Belgium","Netherlands","Netherlands",""
"2023.6094","confectionery","food","High content of E155 (brown HT) in caramel cream filling from Türkiye","07-09-2023 12:40:28","Greece","border rejection notification","not serious","Greece","","","Türkiye","Türkiye",""
"2023.6089","poultry meat and poultry meat products","food","Tulathromycin in turkey meat from Poland","07-09-2023 09:43:39","Poland","information notification for follow-up","not serious","Benin,Denmark,Germany,Hungary,Spain,United Kingdom","Germany,INFOSAN,Poland,United Kingdom","Benin,Denmark,Germany,Hungary,Spain","Germany,Hungary,Poland","Poland","tulathromycin  "
"2023.6086","fruits and vegetables","food","Thiabendazole in eggplants from Dominican Republic","06-09-2023 17:00:05","France","border rejection notification","not serious","","Dominican Republic","","Dominican Republic,France","Dominican Republic","thiabendazole  "
"2023.6085","cereals and bakery products","food","Cadmium in rice from Italy","06-09-2023 16:51:45","Hungary","alert notification","serious","Hungary","Hungary,Italy","Italy","Hungary,Italy","Hungary,Italy","cadmium  "
"2023.6083","poultry meat and poultry meat products","food","Salmonella Newport in frozen chicken thigh from Poland via Estonia","06-09-2023 15:44:07","Finland","information notification for follow-up","not serious","Estonia,Finland,Guinea,Lithuania","Estonia,Finland,Lithuania","Estonia,Finland,Lithuania,Poland","Estonia,Finland,Poland","Poland","Salmonella  "
"2023.6081","confectionery","food","Traces of milk protein in sesame and dark chocolate bar from Greece","06-09-2023 15:12:37","Greece","alert notification","serious","Democratic Republic of the Congo,Ireland","Democratic Republic of the Congo,Ireland","Democratic Republic of the Congo,Ireland","Greece","Greece","milk ingredient  traces"
"2023.6080","nuts, nut products and seeds","food","Foreign bodies (stones) in watermelon seeds from Libanon, via Germany","06-09-2023 14:53:24","Austria","alert notification","serious","Austria,Germany","INFOSAN","Austria,Germany,Lebanon","Austria,Germany,Lebanon","Lebanon","stones  "
"2023.6079","poultry meat and poultry meat products","food","Salmonella serogroup C in poultry kebab rotisserie from Germany, with raw material from Poland","06-09-2023 14:46:49","Austria","alert notification","serious","Austria,Germany,Poland","Austria,Germany,Hungary,Poland","Austria,Germany,Poland","Austria,Germany,Hungary,Poland","Germany","Salmonella Enteritidis ,Salmonella infantis ,Salmonella spp. "
"2023.6077","nuts, nut products and seeds","food","SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES","06-09-2023 13:44:02","Greece","border rejection notification","not serious","","Sudan","Sudan","Greece,Sudan","Sudan",""
"2023.6076","nuts, nut products and seeds","food","SESAME SEEDS FROM ETHIOPIA WITH INCORECT OFFICIAL CERTIFICATES","06-09-2023 13:40:34","Greece","border rejection notification","potential risk","","","Ethiopia","Ethiopia,Greece","Ethiopia",""
"2023.6075","fish and products thereof ","food","Execeede RPA value for the sum  of malachite green and luecomalachite green in frozen Catfish fillets from Vietnam","06-09-2023 13:11:19","Slovenia","border rejection notification","serious","","Hungary,Vietnam","Vietnam","Hungary,Slovenia,Vietnam","Vietnam","leucomalachite green prohibited substance"
"2023.6072","fish and products thereof ","food","mercury in fresh swordfish","06-09-2023 11:01:15","Belgium","information notification for attention","serious","Belgium,Germany,Switzerland","Belgium,Germany,Switzerland","Netherlands","Belgium,Netherlands","","mercury  "
"2023.6071","cereals and bakery products","food","Atropine and scopolamine in organic whole grain teff flour from Germany","06-09-2023 10:58:41","Germany","alert notification","serious","Austria,Belgium,Croatia,Czech Republic,Denmark,Estonia,France,Germany,Greece,Hungary,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Portugal,Romania,Slovakia,Slovenia,Sweden,Switzerland","Austria,Estonia,Latvia,Lithuania","Austria,Belgium,Croatia,Czech Republic,Denmark,Estonia,France,Germany,Greece,Hungary,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Portugal,Romania,Slovakia,Slovenia,Sweden,Switzerland","Austria,Germany,Lithuania","Germany","atropine  ,scopolamine  "
